Hotel_Name,Hotel_Location,Room_Price,Hotel_Rating,Hotel_Review,Hotel_Visual
Hilton London Wembley,"Wembley, London",328,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/486740856.jpg?k=a648dc8bd0b12f21065c1b79bf8eb5c768901ed0e373f21b1d27baa1fec190b0&o=
London Marriott Maida Vale,"Camden, London",387,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/442696092.jpg?k=64adf763dfa7bd5ebb782a8fe5af55b4b3016d11ce62449691b91c938c717f9e&o=
Wilde Aparthotels London Paddington,"Westminster Borough, London",403,9.2,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/332813019.jpg?k=b1e9d89224ca763f3c5825e8b1618bbab319917143700c35c42a4fa8b82a03b7&o=
The ULH,London,179,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/492948313.jpg?k=1627cfda191df644d66c9cf97180f93a6b5e6dc7a3731c87a26b1e19b46fa246&o=
Eurotraveller Hotel - Premier - Tower Bridge,"Southwark, London",292,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/80267606.jpg?k=0b0d077c02635ba9f11eb61ed9a2c30020be8b711b9a410cb59f49fe1092a93e&o=
Modern 4 Bedroom Townhouse with Cinema Room in the heart of London SE1,"Southwark, London",0,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/443197995.jpg?k=bddf59e85774ae1d988a8a997836bc8ae50a32ad6856dd25e0b1b3e4eac57faf&o=
Juzz Holiday Lets,London,0,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/137972248.jpg?k=6dfad29a57ba8eab1bbd84330bdba142fdea01e60cc2c1ea1cab03e13f758542&o=
Kensington Stay,"Kensington and Chelsea, London",237,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/177743006.jpg?k=850bf877701a161a6cb76b6cc1fe53629b3bb3c2c30114953b4d206ad1b4e015&o=
Vintry & Mercer,"City of London, London",787,9.4,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/182891445.jpg?k=105a2ef259f5a29fb815ebd3cc3404ad4c435faa320032b0ea7b53071ca0af7b&o=
"St, George Wharf Vauhall Bridge large 2Bedroom flat with River View panoramic balcony","Lambeth, London",0,9.8,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/483462582.jpg?k=22d6d778c9c9a9203fef4672da2c24a0de3dbced896c199ee807f5cb40eaa172&o=
The Waterman's Arms,"Tower Hamlets, London",281,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/320051494.jpg?k=20d7bbe6f85a28eeacb1ff7657844b05fd3fabcfa0f998aa283fb88b06c17c9f&o=
Marylebone Luxury Duplex,"Westminster Borough, London",0,9.4,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/265791985.jpg?k=c4971abbc070fdb8230bf1664861953864c01aa197b4294b077fc8c7969b1c9c&o=
Hyatt House London Stratford - Aparthotel,"Newham, London",377,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/476593512.jpg?k=e45a764f358605710d2d5b53ff96dd60cede545598f9a6840dfd4b40adda8e45&o=
Lancaster Gate Hotel,"Westminster Borough, London",226,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/218934392.jpg?k=8e9142aac2d271791efe7e6e03880cdd12e2e21b3e8763494803692bdbefb2f7&o=
FANTASTIC COZY 3bed Hse London ExCEL Free Parking WIFI Sleeps 6,"Newham, London",801,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/339261913.jpg?k=375097fe5e3a1a0f486817a4b71834c1715eec1d63a69383d28e4caeeeb9f922&o=
The Z Hotel Gloucester Place,"Westminster Borough, London",345,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/362463004.jpg?k=e48da5ff2df09f32aff142df6e40e2344f874fcb2364f807df03f954b4cf8a7f&o=
Stepney Green beds to stay 24,"Tower Hamlets, London",147,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/408098544.jpg?k=543f572ba4bf6c783b71f983a89e641568155434df3fe07ca7ddff7b90471dbe&o=
"Holiday Inn Express Earls Court, an IHG Hotel","Hammersmith and Fulham, London",230,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/226119582.jpg?k=11f14a9e01ee487a7a61df6842a27c0a94764ac4503a438321dbedfd7bfb7b87&o=
"Huttons Hotel, Victoria London","Westminster Borough, London",308,7.0,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/508183301.jpg?k=28deef3c3f88a100b8df2e64ad28974e731f0d6313be625fbedfe4d1f64cf3f5&o=
Notting Hill Luxury Duplex,"Kensington and Chelsea, London",0,9.4,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/265485634.jpg?k=35c2de395336c6a2077a99d19e5d5b68f5881b78ef05fce8742fcad411b5a382&o=
citizenM Tower of London,"City of London, London",411,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/271253742.jpg?k=a3c94e4011ddef12e67145666afe6048d9ef722bb97a4eac8326e61da9bc93ff&o=
Vilenza Hotel,"Tower Hamlets, London",237,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/264954489.jpg?k=359b1f33ef9f25b5125e0fcaf30ea0482a42808695644a799f959be4ba6b0048&o=
London Marriott Hotel Kensington,"Kensington and Chelsea, London",444,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/448666204.jpg?k=74d918ebf18dfc2fddd6b4f0021e19b3116acb7b53749acc4ffd999de817c08a&o=
My Place Hotel,"Kensington and Chelsea, London",250,6.2,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/216859010.jpg?k=3eecbc7bdf39a9c87e25818a59c5a0399a5d2b5172d30baec4aa34a47dc9d33a&o=
The Franklin London - Starhotels Collezione,"Kensington and Chelsea, London",831,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/353674888.jpg?k=9ed103ab4c8da632857a5e516d15ad5c6deba05451a53f5a96fb87877c46648d&o=
Raffles London at The OWO,"Westminster Borough, London",1,9.6,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/500421990.jpg?k=a3360da81fa875f4926b286ff8fa55f5a3c93b604ce89c4f3e76207410570615&o=
Deluxe Camden Studio Apartments,"Camden, London",284,6.9,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/478736287.jpg?k=c2c21aaf751665167666ef535f5689e6f74830fdd2192c6276aebd1ea8f4c155&o=
Batty Langley's,"Tower Hamlets, London",635,9.3,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/374472824.jpg?k=ed2cccaae446f00d3b05a4a59ff59b1445cd095ba9afb7a66e4c79dd5c0ecc17&o=
Deluxe Homestay near Tottenham Hotspur Stadium,London,162,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/379680358.jpg?k=3867bc8de13096614b4343ddd8b5751af1236086fdabd69dcd8c86a69fbb8612&o=
The Bryson Hotel,"Camden, London",402,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/407790915.jpg?k=f37f9791d326cdc75b44b48791037088fcc6a9aa11319cc8381271e18bb6f551&o=
Mowbray Court Hotel,"Kensington and Chelsea, London",312,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/71893006.jpg?k=1e91e0fdd797735347ce138230c79852cd51d71dc54ec8db0d4c9551417ecc8e&o=
The Waterman's Arms,"Tower Hamlets, London",281,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/320051494.jpg?k=20d7bbe6f85a28eeacb1ff7657844b05fd3fabcfa0f998aa283fb88b06c17c9f&o=
Marylebone - Wyndham Street by Viridian Apartments,"Westminster Borough, London",322,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/269797789.jpg?k=97d5934b957fdffb2d92a87329612922437f05fef37a993316bc2fb09c1ecfb0&o=
Wilde Aparthotels London Paddington,"Westminster Borough, London",403,9.2,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/332813019.jpg?k=b1e9d89224ca763f3c5825e8b1618bbab319917143700c35c42a4fa8b82a03b7&o=
Deluxe Camden Studio Apartments,"Camden, London",284,6.9,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/478736287.jpg?k=c2c21aaf751665167666ef535f5689e6f74830fdd2192c6276aebd1ea8f4c155&o=
Bethnal Green beds to stay,"Tower Hamlets, London",164,6.9,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/435611632.jpg?k=279a115484aa9cc7b4dd97b9859737dfe7dbcc09268bc71935620ce152925ad0&o=
Sydney House Chelsea,"Kensington and Chelsea, London",397,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/9956406.jpg?k=46699920a4f5f8564e27227dfb6a06b2ef9c77cd5a370e5409c2bab3b9c93365&o=
ibis London Stratford,"Newham, London",221,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/486055421.jpg?k=c79071517008d5ecefca4f19ab24ae34de93bc9892a6d06ffc0d8d6f5e13d421&o=
ibis Styles London Gloucester Road,"Kensington and Chelsea, London",345,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/205930906.jpg?k=aa8960b3c2b381ddb743ef0c3d6bf840fc1b0cad861b2a1bb4560291e85a84bb&o=
Hotel CG London,"Golders Green, London",173,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/399880830.jpg?k=48f30c4aaa8802de589f41d76e003f4e7c9a24b4cffba74df51224094d435842&o=
The Waldorf Hilton,"Westminster Borough, London",621,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/483777057.jpg?k=f71477bd71aec6ef918ab81aa7f5e579163da4110f12a88295b0d089d245520c&o=
Cosy studio flat (Finchley Rd),"Camden, London",169,7.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/493737051.jpg?k=5ac82ef788b41a7c325b9cf2304433b07e7a1412b87ddd248e6de97b3881f5fc&o=
The Sanctuary House Hotel,"Westminster Borough, London",455,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/461472241.jpg?k=dbee36be27cd993694ddaeb31f4bcd4ffa6bfbcf51e9329bc2a673ab43968fe1&o=
"Europa House Hotel, London Paddington","Westminster Borough, London",165,6.4,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/119413919.jpg?k=6738b1ca647e49af545dd897c16d0d19f84c6c49deafd7514d198a8667b969a6&o=
Hampton by Hilton London Park Royal,"Ealing, London",269,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484051068.jpg?k=59635fbc68ca4753f7770147182f0d59158128058230d304f0a51420da5fe043&o=
St Martins Lane London,"Westminster Borough, London",631,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/48784299.jpg?k=6d44282909767adc15959746406d1f4703df90ca0134cbf01e0f305b252aaef3&o=
Tooting - Your Apartment,"Wandsworth, London",223,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/498812484.jpg?k=e55834cebba9364c462ded5c417b3f585cb31c0cd33ee3afee32d5af711e3be6&o=
Seraphine Hammersmith Hotel,"Hammersmith and Fulham, London",254,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/431991787.jpg?k=ad71e950a2ae5a2ebfc168d0accd966f951fd050b80cba4ac06e8a65646e97ef&o=
"Holiday Inn Express London Chingford, an IHG Hotel","Walthamstow, London",221,7.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/258312541.jpg?k=3fb4e6d0d7c5312917aa3c5e875ca254198a68e9ee8338550819cf5201c2c443&o=
Arran House Hotel,"Camden, London",194,6.7,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/34530084.jpg?k=312f418458813891c47f2518d73841757ae667a1473dc0c01c350415fb11756d&o=
The Ship Rooms,"Lambeth, London",313,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/237723896.jpg?k=14c81197477da07eb02852fe29d73ed572bb7965fea86a9212d260870f219546&o=
The Station Hotel,"Lewisham, London",194,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/266956639.jpg?k=9e1ec044dcd1ee4a3f68fa745a302a26bcb34c6bb76846e89d04391268aeea74&o=
The Lodge Hotel - Putney,"Wandsworth, London",295,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/141109565.jpg?k=1f2c624ec5d3b9bcd3ab65085b04fef9fbf27bd004b9a2026098b3790ab93bab&o=
The Gate ApartHotel London,"Tower Hamlets, London",370,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/521709354.jpg?k=6fd7e0a1dc92f5912b7c87dca0a361cd9c9db575f00276bcecb622f9e1403172&o=
Peckham Rooms Hotel,"Southwark, London",183,6.9,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/111929367.jpg?k=28ff51474d5a649bc587c7d38afcad27cb1c1d2d1369831996e6cef7c899c0ba&o=
Park Plaza London Riverbank,"Lambeth, London",464,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/233362875.jpg?k=3a643a01d2db6aada71d50cab7006db56384c7b7140e040daad20af4b1ef42fe&o=
Piccolino Hyde Park Hotel,"Westminster Borough, London",231,6.6,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/1481219.jpg?k=3b93108d151e74a9a694ed56868b37f5aa4ad77c97a5d04af84f95b27bec3a86&o=
Thistle London Holborn,"Camden, London",385,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/501512440.jpg?k=e75e38addcb1793686f3ad47a5f927d07144d7e042e096622fecf051d76b9b6d&o=
Stratford Great Rooms to stay - 20,"Newham, London",130,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/519241947.jpg?k=9bff493d9a2c91a251b58e268d6a5d41f860feb2857184a1dc8592a8d377ace0&o=
Sonder The Voyage,"Westminster Borough, London",347,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/465385465.jpg?k=0f4cddb841ce72a0a507cf3823f9222f236a98893f97b97ad1f1e31448dd2177&o=
Goodwin St,"Islington, London",238,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/407646668.jpg?k=2ccee38a4dcd504ccc85bdaf23396513a394439e475db504cfd090221da6420b&o=
"The Hoxton, Holborn","Camden, London",624,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/268753768.jpg?k=44afb8dbab892ee553bff8c64e50452e0c21ef077b0e6ed8e8f3b2a88a5d55d7&o=
Swinton Hotel,"Camden, London",271,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/400888553.jpg?k=9aceaa5b71bc77b36eb06325945c5fae8a8947cb76c260911e5049451ec2e82e&o=
Heeton Concept Hotel – Luma Hammersmith,"Hammersmith and Fulham, London",284,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/131188021.jpg?k=1804c770a976bb120e644e3bda8228287638ff4d31cb943e609ca085a737c402&o=
TRIBE London Canary Wharf,"Tower Hamlets, London",294,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/520015528.jpg?k=68d70537e36203aecdc1faba4341eb20fa313f5eb4abc9635b057510e59f073d&o=
Keystone House,"Islington, London",281,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/18125310.jpg?k=618a7479f0e7b5b05c492a5ec5e474d9ffe16cd4838277cd8afb8e9e965e311e&o=
Marlin Apartments Commercial Road - Limehouse,"Tower Hamlets, London",235,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/428512771.jpg?k=44ff5a23b754d56390c81734954d9f319d935534174f3552be596261ad1533ab&o=
Frances St House,"Greenwich, London",181,7.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/281182374.jpg?k=a0fc4dbd5661355763a7c5a5eb1c0447c4761ea6ceb4be33793f130004b8431c&o=
YOTEL London Shoreditch,"Tower Hamlets, London",239,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/358780238.jpg?k=bbcc0c94dbee78f915a4fefc65fb0a8ff16dcbd5f2915e8ee40af0e9fb02cd2c&o=
Charlotte Guest House,"Camden, London",209,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/311033461.jpg?k=4f5ef52280a7f6e97d311618b1a560bdbe0b94fe2201d97f81bb78e710de46d4&o=
The Pelham London - Starhotels Collezione,"Kensington and Chelsea, London",583,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/353676031.jpg?k=50db597b57edfd259ce974e5a903ab7bec0394b88ffe8af762ade2894d7f42ef&o=
Hausd - Leicester Square,"Westminster Borough, London",576,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/290102162.jpg?k=ca3aefcb2e8bf942c3c3adcc3d88e7624994b3c53e084523eba54cb337e7739e&o=
Grange Clarendon Hotel,"Camden, London",403,7.0,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/41040893.jpg?k=1b0975b5beb2956a2b7a6812dff0a32eafd86432d616c089129d2b8f27fedb3e&o=
Whimsical Land,"Brent, London",178,10.0,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/523964725.jpg?k=1cb164696f61a23959d9b8c99dda396b037f607d67d4b77ab2722867b996d7f0&o=
London Town Hotel,"Kensington and Chelsea, London",255,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/189741924.jpg?k=0dc47ae14d2ca3ed0d563918eb925c9f085008d3847c8888c9c624700c60546a&o=
Maria,"Westminster Borough, London",238,7.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/390858661.jpg?k=868f7f740b7903e41599a2b6269a5f5f9809175f87c046d4c1d64a4e7ac0961a&o=
The Z Hotel Holborn,"Camden, London",286,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/363184315.jpg?k=b81855d97f1f0028c48f730819fc9260c74c355e0ef7fcba4e927d70b471f141&o=
Pink Door Guesthouse,"Tower Hamlets, London",153,6.4,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/451438012.jpg?k=e50f12b806fa90ee916a130641b65b4a8d005d9aaa78c1b315d61c5f4f18ffe1&o=
Nobu Hotel London Portman Square,"Westminster Borough, London",803,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/468068047.jpg?k=3fc5045920ec954e50762a347983ea524583d873657f413ebf87f5a518489219&o=
"The Tower Hotel, London","Tower Hamlets, London",346,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/514765560.jpg?k=32c66282642402ec1dd700f4bb99ea54f00f05773f9d0aa1b3b94f2b729c6658&o=
Caesar Hotel,"Westminster Borough, London",319,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/13843922.jpg?k=eeb7437a9b24c738bd0a504c0af4c2b760f366706a548a294b0d9c6cc2e10966&o=
London Comfort Stay,"Islington, London",171,9.1,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/513663065.jpg?k=aa20a5ff232e7599344d5d15dce9d308bb4be5596a0c58ace9e72df096ffbd7f&o=
"Radisson Blu Edwardian Kenilworth Hotel, London","Camden, London",422,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/415176990.jpg?k=d92d19518efffb7bcade115efb92bdb23c7194a18278115b3dae5e5c66850f0f&o=
citizenM Tower of London,"City of London, London",411,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/271253742.jpg?k=a3c94e4011ddef12e67145666afe6048d9ef722bb97a4eac8326e61da9bc93ff&o=
"The Gantry London, Curio Collection By Hilton","Newham, London",310,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484049253.jpg?k=562ec335058865cca7ffab567ec0f09814217e38278a99e0d5dfec1dd1d2d0a8&o=
The Coach,"Clerkenwell, London",464,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/228343404.jpg?k=819aec259f408a658564dbaf30c8cf1a8df10ecfbe8505da4c4536a065b1c24f&o=
Lancaster Hall Hotel,"Westminster Borough, London",278,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/448092256.jpg?k=b2db3263a8aa924c2545c22a4780cbd2ae3b2b7efaef34137a2c5879db767810&o=
Apex Temple Court Hotel,"City of London, London",484,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/38531237.jpg?k=c88c2330db33d90899a002ed69d1513293c83e030c79b63712b7b6efe1ded9b5&o=
Camden House,"Camden, London",207,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/494312181.jpg?k=d73a3455380dac85e525f247dcdebbe2cb2dbeb61ac3c342d75cc0733cd6906d&o=
Eurotraveller Hotel - Premier - Tower Bridge,"Southwark, London",292,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/80267606.jpg?k=0b0d077c02635ba9f11eb61ed9a2c30020be8b711b9a410cb59f49fe1092a93e&o=
The Beverley Hotel London - Victoria,"Westminster Borough, London",309,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/261669848.jpg?k=d46cefbdb771bdea21f22a7d3eb3d6316bec22b959b9664f6687b0647c40b019&o=
The Gate ApartHotel London,"Tower Hamlets, London",370,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/521709354.jpg?k=6fd7e0a1dc92f5912b7c87dca0a361cd9c9db575f00276bcecb622f9e1403172&o=
Goodwin St,"Islington, London",238,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/407646668.jpg?k=2ccee38a4dcd504ccc85bdaf23396513a394439e475db504cfd090221da6420b&o=
Brick Lane Guest House,"Tower Hamlets, London",228,7.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/143657737.jpg?k=e046a05f58614e9dec2247cc303ec5e83e08dd4d3a410479f85f7dbcfa8c5942&o=
Wellington Hotel by Blue Orchid,"Westminster Borough, London",316,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/217000917.jpg?k=e608f3a71d4a7f8e45108fabad79bb6da62a60272507ccb6ab0d1f42a4aefa01&o=
Vernon House,"Camden, London",277,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/494092807.jpg?k=9c0989acec91de79bb742fe4de28b9767a5fe74b5940fbe19882d2fb893ef594&o=
Grange Beauchamp Hotel,"Camden, London",433,7.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/42094516.jpg?k=5eeadf7698efe0a77c08f51c6c7b85642b731d32d938d114709523a7c312c39d&o=
Batty Langley's,"Tower Hamlets, London",635,9.3,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/374472824.jpg?k=ed2cccaae446f00d3b05a4a59ff59b1445cd095ba9afb7a66e4c79dd5c0ecc17&o=
Deluxe Homestay near Tottenham Hotspur Stadium,London,162,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/379680358.jpg?k=3867bc8de13096614b4343ddd8b5751af1236086fdabd69dcd8c86a69fbb8612&o=
The Bryson Hotel,"Camden, London",402,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/407790915.jpg?k=f37f9791d326cdc75b44b48791037088fcc6a9aa11319cc8381271e18bb6f551&o=
The Waterman's Arms,"Tower Hamlets, London",281,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/320051494.jpg?k=20d7bbe6f85a28eeacb1ff7657844b05fd3fabcfa0f998aa283fb88b06c17c9f&o=
